Code,Support Item Name,Registration Group Name,Support Category Number,Support Category Name,Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type,Detailed Item Description,Simplified Description
04_113_0136_6_1,Group Activities In The Community - 1:2 - Standard - Sunday,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$66.52,$66.52,$66.52,$66.52,$66.52,$66.52,$66.52,$66.52,$93.13,$99.78,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement. This line item would be claimed on Sundays, with a ratio of one support worker per two participants.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_113_0136_6_1_T,Group Activities In The Community - 1:2 - Standard - Sunday - TTP,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$67.51,$67.51,$67.51,$67.51,$67.51,$67.51,$67.51,$67.51,$94.51,$101.27,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement. This line item would be claimed on Sundays, with a ratio of one support worker per two participants. This item can only be claimed by a TTP registered provider.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_114_0136_6_1,Group Activities In The Community - 1:2 - Standard - Weekday Evening,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$40.39,$40.39,$40.39,$40.39,$40.39,$40.39,$40.39,$40.39,$56.55,$60.59,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement. This line item would be claimed between the hours of 8:00pm-12:00am, with a ratio of one support worker per two participants.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_114_0136_6_1_T,Group Activities In The Community - 1:2 - Standard - Weekday Evening - TTP,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$41.00,$41.00,$41.00,$41.00,$41.00,$41.00,$41.00,$41.00,$57.40,$61.50,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement. This line item would be claimed between the hours of 8:00pm-12:00am, with a ratio of one support worker per two participants. This line item can only be claimed by a TTP registered provider.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_116_0104_6_1,Group Activities In The Community - 1:2 - High Intensity - Weekday Daytime,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$39.68,$39.68,$39.68,$39.68,$39.68,$39.68,$39.68,$39.68,$55.55,$59.52,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 6:00am-8:00pm, with a ratio of one support worker per two participants.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_116_0104_6_1_T,Group Activities In The Community - 1:2 - High Intensity - Weekday Daytime - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$40.22,$40.22,$40.22,$40.22,$40.22,$40.22,$40.22,$40.22,$56.31,$60.33,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 6:00am-8:00pm, with a ratio of one support worker per two participants. This line item can only be claimed by a TTP registered provider.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_117_0104_6_1,Group Activities In The Community - 1:2 - High Intensity - Saturday,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$55.83,$55.83,$55.83,$55.83,$55.83,$55.83,$55.83,$55.83,$78.16,$83.75,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Saturdays, with a ratio of one support worker per two participants.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_117_0104_6_1_T,Group Activities In The Community - 1:2 - High Intensity - Saturday - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$56.60,$56.60,$56.60,$56.60,$56.60,$56.60,$56.60,$56.60,$79.24,$84.90,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Saturdays, with a ratio of one support worker per two participants. This line item can only be claimed by a TTP registered provider.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_118_0104_6_1,Group Activities In The Community - 1:2 - High Intensity - Sunday,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$71.98,$71.98,$71.98,$71.98,$71.98,$71.98,$71.98,$71.98,$100.77,$107.97,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Sundays, with a ratio of one support worker per two participants.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_118_0104_6_1_T,Group Activities In The Community - 1:2 - High Intensity - Sunday - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$72.98,$72.98,$72.98,$72.98,$72.98,$72.98,$72.98,$72.98,$102.17,$109.47,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on Sundays, with a ratio of one support worker per two participants. This line item can only be claimed by a TTP registered provider.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_119_0104_6_1,Group Activities In The Community - 1:2 - High Intensity - Weekday Evening,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$43.71,$43.71,$43.71,$43.71,$43.71,$43.71,$43.71,$43.71,$61.19,$65.57,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 8:00pm-12:00am, with a ratio of one support worker per two participants.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_119_0104_6_1_T,Group Activities In The Community - 1:2 - High Intensity - Weekday Evening - TTP,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$44.32,$44.32,$44.32,$44.32,$44.32,$44.32,$44.32,$44.32,$62.05,$66.48,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement, where a more specialised support worker is required due to the complexity of the needs and requirements of the participant. This line item would be claimed on a weekday between the hours 8:00pm-12:00am, with a ratio of one support worker per two participants. This line item can only be claimed by a TTP registered provider.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_120_0136_6_1,Group Activities In The Community - 1:3 - Standard - Weekday Daytime,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$27.06,$27.06,$27.06,$27.06,$27.06,$27.06,$27.06,$27.06,$37.88,$40.59,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement. This line item would be claimed on a weekday between the hours 6:00am-8:00pm, with a ratio of one support worker per three participants.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_120_0136_6_1_T,Group Activities In The Community - 1:3 - Standard - Weekday Daytime - TTP,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$27.47,$27.47,$27.47,$27.47,$27.47,$27.47,$27.47,$27.47,$38.46,$41.21,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement. This line item would be claimed on a weekday between the hours 6:00am-8:00pm, with a ratio of one support worker per three participants. This line item can only be claimed by a TTP registered provider.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_121_0136_6_1,Group Activities In The Community - 1:3 - Standard - Saturday,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$38.08,$38.08,$38.08,$38.08,$38.08,$38.08,$38.08,$38.08,$53.31,$57.12,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement. This line item would be claimed on Saturdays, with a ratio of one support worker per three participants.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
04_121_0136_6_1_T,Group Activities In The Community - 1:3 - Standard - Saturday - TTP,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$38.65,$38.65,$38.65,$38.65,$38.65,$38.65,$38.65,$38.65,$54.11,$57.98,N,Y,Y,N,N,Price Limited Supports,"Delivery of supports to assist a participant engage in community, social and/or recreational activities in a group or community based arrangement. This line item would be claimed on Saturdays, with a ratio of one support worker per three participants. This line item can only be claimed by a TTP registered provider.","These support items assist participants to access community, social and recreational activities provided in a group setting in the community."
